FACID,FACNAME,FAC_FDR,BED_CAPACITY_TYPE,BED_CAPACITY,COUNTY_NAME,DATA_DATE
140000983,FRESENIUS MEDICAL CARE DIABLO WALNUT CREEK,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,23,CONTRA COSTA,2025-12-15
140001076,STANFORD HEALTH CARE TRI-VALLEY D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,14,ALAMEDA,2025-12-15
140001086,KAISER FOUNDATION HOSPITAL - FREMONT,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,ALAMEDA,2025-12-15
140001086,KAISER FOUNDATION HOSPITAL - FREMONT,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,72,ALAMEDA,2025-12-15
140001086,KAISER FOUNDATION HOSPITAL - FREMONT,GENERAL ACUTE CARE HOSPITAL,ACUTE PSYCHIATRIC CARE,18,ALAMEDA,2025-12-15
140001126,TICE VALLEY POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,120,CONTRA COSTA,2025-12-15
140001141,RAI - BANCROFT AVE - OAKLAND,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,26,ALAMEDA,2025-12-15
140001155,FRESENIUS MEDICAL CARE DIABLO WEST ANTIOCH,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,16,CONTRA COSTA,2025-12-15
140001185,THE REUTLINGER COMMUNITY,SKILLED NURSING FACILITY,SKILLED NURSING,60,CONTRA COSTA,2025-12-15
140001240,SATELLITE HEALTHCARE SAN CARLOS,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,27,SAN MATEO,2025-12-15
140001242,SATELLITE DIALYSIS SAN MATEO,CHRONIC DIALYSIS CLINIC,IN-CENTER HEMODIALYSIS,24,SAN MATEO,2025-12-15
140001252,SATELLITE HEALTHCARE EAST SAN JOSE,CHRONIC DIALYSIS CLINIC,IN-CENTER HEMODIALYSIS,49,SANTA CLARA,2025-12-15
140001255,SATELLITE HEALTHCARE SOUTH SAN JOSE,CHRONIC DIALYSIS CLINIC,IN-CENTER HEMODIALYSIS,25,SANTA CLARA,2025-12-15
140001258,SATELLITE HEALTHCARE WATSONVILLE,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,37,SANTA CRUZ,2025-12-15
140001261,SATELLITE HEALTHCARE GILROY,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,25,SANTA CLARA,2025-12-15
140001268,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,SONOMA,2025-12-15
140001268,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,16,SONOMA,2025-12-15
140001268,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,12,SONOMA,2025-12-15
140001268,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,14,SONOMA,2025-12-15
140001268,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,8,SONOMA,2025-12-15
140001268,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,16,SONOMA,2025-12-15
140001268,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,207,SONOMA,2025-12-15
140001269,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,15,SONOMA,2025-12-15
140001278,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,31,SONOMA,2025-12-15
140001290,SOLEDAD DIALYSIS CENTER,CHRONIC DIALYSIS CLINIC,HOME PERITONEAL DIALYSIS TRAINING & SUPPORT,3,MONTEREY,2025-12-15
140001290,SOLEDAD DIALYSIS CENTER,CHRONIC DIALYSIS CLINIC,IN-CENTER HEMODIALYSIS,22,MONTEREY,2025-12-15
140001291,AVONDALE VILLA POST-ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,37,ALAMEDA,2025-12-15
140001305,FRESENIUS MEDICAL CARE DIABLO BRENTWOOD,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,25,CONTRA COSTA,2025-12-15
140001314,NEW WAY ICF/DD-H #5,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,CONTRA COSTA,2025-12-15
140001316,YOSEMITE HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,CONTRA COSTA,2025-12-15
140001318,SHEPPARD WAY ICF/DDN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,CONTRA COSTA,2025-12-15
140001320,GLACIER WAY HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,CONTRA COSTA,2025-12-15
140001322,AMERICAN STAR HOME III,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,CONTRA COSTA,2025-12-15
140001324,FARM BUREAU HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,CONTRA COSTA,2025-12-15
140001326,SUTHERLAND HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,CONTRA COSTA,2025-12-15
140001328,NEW WAY ICF/DD-N #N4,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,CONTRA COSTA,2025-12-15
140001330,NEW WAY ICF/DD-N #N3,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,CONTRA COSTA,2025-12-15
140001332,HAPPY VALLEY,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,CONTRA COSTA,2025-12-15
140001334,NEW WAY ICF/DD-H #1,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,CONTRA COSTA,2025-12-15
140001336,HAPPY VALLEY #2,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,CONTRA COSTA,2025-12-15
140001340,HAPPY VALLEY #3,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,CONTRA COSTA,2025-12-15
140001342,HAPPY VALLEY ICF/DD-H #4,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,CONTRA COSTA,2025-12-15
140001344,PUTNAM ICF,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,CONTRA COSTA,2025-12-15
140001346,MEADOWBROOK CIRCLE ICF/DDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,CONTRA COSTA,2025-12-15
140001348,FRANCISCO ICF,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,CONTRA COSTA,2025-12-15
140001350,HAPPY VALLEY #5,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,CONTRA COSTA,2025-12-15
140001352,SAN JUAN ICF,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,CONTRA COSTA,2025-12-15
140001354,PUTNAM WEST ICF,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,CONTRA COSTA,2025-12-15
140001356,NULL DRIVE ICF/DD-H,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,CONTRA COSTA,2025-12-15
140001360,BELLE HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,CONTRA COSTA,2025-12-15
140001362,HAPPY VALLEY #6,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,CONTRA COSTA,2025-12-15
140001366,CONNIE'S ICF/DD-H,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,CONTRA COSTA,2025-12-15
140001371,AMERICAN STAR HOME 2 ICF/DD-N,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,CONTRA COSTA,2025-12-15
140001374,CONCORD DIALYSIS CENTER,CHRONIC DIALYSIS CLINIC,HOME HEMODIALYSIS TRAINING & SUPPORT,7,CONTRA COSTA,2025-12-15
140001374,CONCORD DIALYSIS CENTER,CHRONIC DIALYSIS CLINIC,IN-CENTER HEMODIALYSIS,36,CONTRA COSTA,2025-12-15
150001216,HIGH DESERT STATE PRISON - CORRECTIONAL TREATMENT CENTER,CORRECTIONAL TREATMENT CENTER,CORRECTIONAL TREATMENT CENTER,30,LASSEN,2025-12-15
150001221,PELICAN BAY STATE PRISON C.T.C.,CORRECTIONAL TREATMENT CENTER,CORRECTIONAL TREATMENT CENTER,19,DEL NORTE,2025-12-15
150001223,DEPARTMENT OF STATE HOSPITALS - NAPA,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,151,NAPA,2025-12-15
150001227,DEPARTMENT OF STATE HOSPITALS - NAPA,INTERMEDIATE CARE FACILITY,INTERMEDIATE CARE,1231,NAPA,2025-12-15
150001228,DEPARTMENT OF STATE HOSPITALS - NAPA,SKILLED NURSING FACILITY,SKILLED NURSING,36,NAPA,2025-12-15
150001229,CSP-SACRAMENTO - CORRECTIONAL TREATMENT CENTER,CORRECTIONAL TREATMENT CENTER,CORRECTIONAL TREATMENT CENTER,26,SACRAMENTO,2025-12-15
150001231,VETERANS HOME OF CALIFORNIA - YOUNTVILLE,SKILLED NURSING FACILITY,SKILLED NURSING,274,NAPA,2025-12-15
150001235,VETERANS HOME OF CALIFORNIA - YOUNTVILLE,INTERMEDIATE CARE FACILITY,INTERMEDIATE CARE,72,NAPA,2025-12-15
150001237,MULE CREEK PRISON CORRECTIONAL TREATMENT CENTER,CORRECTIONAL TREATMENT CENTER,CORRECTIONAL TREATMENT CENTER,10,AMADOR,2025-12-15
150001243,DEPARTMENT OF STATE HOSPITALS - ATASCADERO,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,311,SAN LUIS OBISPO,2025-12-15
150001245,DEPARTMENT OF STATE HOSPITALS - ATASCADERO,INTERMEDIATE CARE FACILITY,INTERMEDIATE CARE,964,SAN LUIS OBISPO,2025-12-15
170001776,CANYON SPRINGS,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD,63,RIVERSIDE,2025-12-15
170001853,CALIFORNIA STATE PRISON - LOS ANGELES COUNTY,CORRECTIONAL TREATMENT CENTER,CORRECTIONAL TREATMENT CENTER,18,LOS ANGELES,2025-12-15
170001855,DEPARTMENT OF STATE HOSPITALS - PATTON,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,427,SAN BERNARDINO,2025-12-15
170001857,DEPARTMENT OF STATE HOSPITALS - PATTON D/P ICF,INTERMEDIATE CARE FACILITY,INTERMEDIATE CARE,860,SAN BERNARDINO,2025-12-15
170001858,DEPARTMENT OF STATE HOSPITALS - METROPOLITAN,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,1004,LOS ANGELES,2025-12-15
170001860,DEPARTMENT OF STATE HOSPITALS - METROPOLITAN,SKILLED NURSING FACILITY,SKILLED NURSING,102,LOS ANGELES,2025-12-15
170001867,VETERANS HOME OF CALIFORNIA - BARSTOW,SKILLED NURSING FACILITY,SKILLED NURSING,60,SAN BERNARDINO,2025-12-15
170001870,VETERANS HOME OF CALIFORNIA - CHULA VISTA,SKILLED NURSING FACILITY,SKILLED NURSING,180,SAN DIEGO,2025-12-15
170001873,LA COUNTY SHERIFF'S DEPT TWIN TOWERS CTC,CORRECTIONAL TREATMENT CENTER,CORRECTIONAL TREATMENT CENTER,196,LOS ANGELES,2025-12-15
170001874,PORTERVILLE DEVELOPMENTAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,17,TULARE,2025-12-15
170001877,PORTERVILLE DEVELOPMENTAL CENTER D/P ICFDD (STP),INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD,469,TULARE,2025-12-15
170001878,PORTERVILLE DEVELOPMENTAL CENTER D/P ICFDD,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD,121,TULARE,2025-12-15
170001879,CSP-CORCORAN - CTC - JOHN D KLARICH MEMORIAL,CORRECTIONAL TREATMENT CENTER,CORRECTIONAL TREATMENT CENTER,74,KINGS,2025-12-15
170001882,PARIS-LAMB HEALTH CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,38,MADERA,2025-12-15
170001886,"SUBSTANCE ABUSE TREATMENT FACILITY, CTC (SATF-CTC)",CORRECTIONAL TREATMENT CENTER,CORRECTIONAL TREATMENT CENTER,38,KINGS,2025-12-15
170001890,"WASCO STATE PRISON RECEPTION CENTER, CTC",CORRECTIONAL TREATMENT CENTER,CORRECTIONAL TREATMENT CENTER,16,KERN,2025-12-15
170001892,SALINAS VALLEY CORRECTIONAL TREATMENT CENTER,CORRECTIONAL TREATMENT CENTER,CORRECTIONAL TREATMENT CENTER,148,MONTEREY,2025-12-15
170001895,CENTINELA STATE PRISON CTC,CORRECTIONAL TREATMENT CENTER,CORRECTIONAL TREATMENT CENTER,13,IMPERIAL,2025-12-15
170001897,RICHARD J. DONOVAN CORRECTIONAL FACILITY - CTC,CORRECTIONAL TREATMENT CENTER,CORRECTIONAL TREATMENT CENTER,28,SAN DIEGO,2025-12-15
220000003,CHINESE HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,SAN FRANCISCO,2025-12-15
220000003,CHINESE HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,59,SAN FRANCISCO,2025-12-15
220000007,SAN MATEO MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,7,SAN MATEO,2025-12-15
220000007,SAN MATEO MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,7,SAN MATEO,2025-12-15
220000007,SAN MATEO MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,55,SAN MATEO,2025-12-15
220000008,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,32,SAN FRANCISCO,2025-12-15
220000008,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,22,SAN FRANCISCO,2025-12-15
220000008,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,GENERAL ACUTE CARE HOSPITAL,PERINATAL,25,SAN FRANCISCO,2025-12-15
220000008,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,10,SAN FRANCISCO,2025-12-15
220000008,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,150,SAN FRANCISCO,2025-12-15
220000009,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,15,SAN MATEO,2025-12-15
220000009,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,105,SAN MATEO,2025-12-15
220000010,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,20,SAN MATEO,2025-12-15
220000010,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,4,SAN MATEO,2025-12-15
220000010,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,GENERAL ACUTE CARE HOSPITAL,PERINATAL,16,SAN MATEO,2025-12-15
220000010,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,113,SAN MATEO,2025-12-15
220000012,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,5,SAN FRANCISCO,2025-12-15
220000012,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,6,SAN FRANCISCO,2025-12-15
220000015,UCSF MEDICAL CENTER AT MOUNT ZION,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,7,SAN FRANCISCO,2025-12-15
220000015,UCSF MEDICAL CENTER AT MOUNT ZION,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,123,SAN FRANCISCO,2025-12-15
220000017,MILLS-PENINSULA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,24,SAN MATEO,2025-12-15
220000017,MILLS-PENINSULA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,12,SAN MATEO,2025-12-15
220000017,MILLS-PENINSULA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,30,SAN MATEO,2025-12-15
220000017,MILLS-PENINSULA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,175,SAN MATEO,2025-12-15
220000018,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS AND ORTHOPEDIC INSTITUTE,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,SAN FRANCISCO,2025-12-15
220000018,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS AND ORTHOPEDIC INSTITUTE,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,88,SAN FRANCISCO,2025-12-15
220000019,PRISCILLA CHAN AND MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL AND TRAUMA CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,58,SAN FRANCISCO,2025-12-15
220000019,PRISCILLA CHAN AND MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL AND TRAUMA CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,13,SAN FRANCISCO,2025-12-15
220000019,PRISCILLA CHAN AND MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL AND TRAUMA CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,21,SAN FRANCISCO,2025-12-15
220000019,PRISCILLA CHAN AND MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL AND TRAUMA CENTER,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,8,SAN FRANCISCO,2025-12-15
220000019,PRISCILLA CHAN AND MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL AND TRAUMA CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,184,SAN FRANCISCO,2025-12-15
220000020,LAWTON SKILLED NURSING & REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,68,SAN FRANCISCO,2025-12-15
220000022,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,36,SAN FRANCISCO,2025-12-15
220000022,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,35,SAN FRANCISCO,2025-12-15
220000022,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS,GENERAL ACUTE CARE HOSPITAL,PERINATAL,53,SAN FRANCISCO,2025-12-15
220000022,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,25,SAN FRANCISCO,2025-12-15
220000022,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,135,SAN FRANCISCO,2025-12-15
220000022,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC INTENSIVE CARE UNIT,8,SAN FRANCISCO,2025-12-15
220000023,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,SAN FRANCISCO,2025-12-15
220000023,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,48,SAN FRANCISCO,2025-12-15
220000023,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,85,SAN FRANCISCO,2025-12-15
220000025,SEQUOIA HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,16,SAN MATEO,2025-12-15
220000025,SEQUOIA HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,21,SAN MATEO,2025-12-15
220000025,SEQUOIA HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,147,SAN MATEO,2025-12-15
220000026,AHMC SETON MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,14,SAN MATEO,2025-12-15
220000026,AHMC SETON MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,14,SAN MATEO,2025-12-15
220000026,AHMC SETON MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,134,SAN MATEO,2025-12-15
220000028,AHMC SETON MEDICAL CENTER COASTSIDE,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,5,SAN MATEO,2025-12-15
220000029,UCSF HEALTH SAINT FRANCIS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,BURN,16,SAN FRANCISCO,2025-12-15
220000029,UCSF HEALTH SAINT FRANCIS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,8,SAN FRANCISCO,2025-12-15
220000029,UCSF HEALTH SAINT FRANCIS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,SAN FRANCISCO,2025-12-15
220000029,UCSF HEALTH SAINT FRANCIS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,20,SAN FRANCISCO,2025-12-15
220000029,UCSF HEALTH SAINT FRANCIS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,188,SAN FRANCISCO,2025-12-15
220000030,UCSF HEALTH ST. MARY'S HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,37,SAN FRANCISCO,2025-12-15
220000030,UCSF HEALTH ST. MARY'S HOSPITAL,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,35,SAN FRANCISCO,2025-12-15
220000030,UCSF HEALTH ST. MARY'S HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,173,SAN FRANCISCO,2025-12-15
220000031,UCSF MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,26,SAN FRANCISCO,2025-12-15
220000031,UCSF MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,76,SAN FRANCISCO,2025-12-15
220000031,UCSF MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,10,SAN FRANCISCO,2025-12-15
220000031,UCSF MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,447,SAN FRANCISCO,2025-12-15
220000033,LANGLEY PORTER PSYCHIATRIC INSTITUTE,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,30,SAN FRANCISCO,2025-12-15
220000039,SAN FRANCISCO HEALTH CARE,SKILLED NURSING FACILITY,SKILLED NURSING,168,SAN FRANCISCO,2025-12-15
220000041,BROOKSIDE SKILLED NURSING HOSPITAL,SKILLED NURSING FACILITY,SKILLED NURSING,96,SAN MATEO,2025-12-15
220000042,BURLINGAME SKILLED NURSING D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,281,SAN MATEO,2025-12-15
220000045,BELMONT HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,74,SAN MATEO,2025-12-15
220000046,CENTRAL GARDENS POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,92,SAN FRANCISCO,2025-12-15
220000047,ATHERTON PARK POST-ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,160,SAN MATEO,2025-12-15
220000048,SAN FRANCISCO POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,53,SAN FRANCISCO,2025-12-15
220000053,DEVONSHIRE OAKS NURSING CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,38,SAN MATEO,2025-12-15
220000056,HAYES CONVALESCENT HOSPITAL,SKILLED NURSING FACILITY,SKILLED NURSING,34,SAN FRANCISCO,2025-12-15
220000060,THE AVENUES TRANSITIONAL CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,140,SAN FRANCISCO,2025-12-15
220000061,PENINSULA POST-ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,62,SAN MATEO,2025-12-15
220000067,LAUREL HEIGHTS COMMUNITY CARE,SKILLED NURSING FACILITY,SKILLED NURSING,32,SAN FRANCISCO,2025-12-15
220000069,LINDA MAR CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,59,SAN MATEO,2025-12-15
220000076,PACIFICA NURSING AND REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,68,SAN MATEO,2025-12-15
220000077,PACIFIC HEIGHTS TRANSITIONAL CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,120,SAN FRANCISCO,2025-12-15
220000081,SAN BRUNO SKILLED NURSING,SKILLED NURSING FACILITY,SKILLED NURSING,45,SAN MATEO,2025-12-15
220000082,CITY VIEW POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,180,SAN FRANCISCO,2025-12-15
220000084,SEQUOIAS SAN FRANCISCO CONVALESCENT HOSPITAL,SKILLED NURSING FACILITY,SKILLED NURSING,50,SAN FRANCISCO,2025-12-15
